	A-ID	BIOLOGY1	BIOLOGY2	BIOLOGY_prac	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
1714	807228	32	35	17.0	22	25	17.0	28	27.0	21	41	27	28	25	45.0	31	21	21.0	28	41
1715	807229	34	37	19.0	29	24	12.0	36	32.0	27	44	30	19	29	39.0	42	20	10.0	50	47
1716	807230	32	43	25.0	35	32	15.0	55	57.0	32	47	35	73	18	47.0	28	40	22.0	55	55
1717	807234	13	35	20.0	30	23	15.0	31	29.0	21	45	25	43	17	41.0	20	25	24.0	31	47
1718	807235	36	30	25.0	29	33	15.0	40	42.0	32	44	26	57	26	41.0	21	29	10.0	58	53
1719	807236	14	23	23.0	15	28	29.0	27	38.0	17	34	33	51	17	35.0	36	21	20.0	26	38
1720	807239	33	20	26.0	25	24	26.0	33	33.0	25	45	33	37	31	39.0	20	22	21.0	51	47
1721	807241	30	26	24.0	26	28	14.0	41	42.0	32	41	29	60	31	43.0	20	33	10.0	57	53
1722	807242	23	30	23.0	36	24	23.0	39	56.0	30	46	30	58	31	41.0	40	26	21.0	53	54
1723	807245	35	44	0.0	16	44	0.0	31	30.0	44	39	29	12	32	32.0	25	27	0.0	45	51
1724	807246	45	56	28.0	46	43	23.0	56	52.0	46	43	39	66	40	49.0	44	41	22.0	54	58
1725	807247	23	27	24.0	22	30	26.0	25	47.0	23	37	35	53	29	31.0	30	23	25.0	31	40
1726	807251	42	53	29.0	52	48	27.0	54	56.0	43	47	59	73	41	45.0	50	41	27.0	55	58
1727	807252	31	28	20.0	20	29	28.0	25	44.0	28	43	25	36	26	39.0	37	30	20.0	31	47
1728	807255	25	20	29.0	36	22	28.0	35	54.0	45	44	30	26	27	38.0	39	34	14.0	39	55
1729	807257	20	34	22.0	33	24	22.0	42	52.0	31	46	31	68	31	43.0	20	41	21.0	53	60
1730	807261	20	30	25.0	31	36	25.0	26	36.0	29	43	48	61	31	41.0	22	36	27.0	53	50
1731	807262	21	31	19.0	30	33	23.0	44	38.0	30	39	25	42	27	36.0	20	30	17.0	36	35
1732	807269	37	42	0.0	17	33	0.0	36	18.0	41	32	25	25	29	23.0	31	25	0.0	53	34
1733	807270	34	37	23.0	39	45	25.0	41	46.0	38	48	32	69	34	45.0	26	35	26.0	47	55
1734	807277	30	40	0.0	25	42	0.0	38	13.0	35	32	19	34	34	23.0	46	17	0.0	31	51
1735	807278	32	29	24.0	20	34	11.0	45	39.0	42	45	33	37	24	36.0	42	33	10.0	55	57
1736	807280	20	14	23.0	32	24	24.0	25	35.0	37	42	15	33	24	36.0	36	20	18.0	32	34
1737	807283	29	46	0.0	25	38	0.0	27	29.0	27	38	25	25	36	33.0	37	36	0.0	41	46
1738	807298	41	36	0.0	15	41	0.0	25	28.0	41	41	25	27	43	33.0	32	46	0.0	54	60
1739	807303	33	20	23.0	40	20	20.0	25	20.0	45	34	29	49	26	34.0	41	29	26.0	41	45
1740	807305	20	22	21.0	20	33	22.0	38	36.0	36	44	28	62	39	44.0	23	39	19.0	53	48
1741	807309	60	57	27.0	58	51	27.0	53	61.0	46	47	52	68	46	49.0	56	51	21.0	56	65
1742	807311	29	26	22.0	21	36	21.0	50	47.0	33	48	17	40	40	45.0	28	43	26.0	53	64
1743	807318	44	40	25.0	46	38	25.0	48	34.0	39	46	42	48	39	38.0	29	47	24.0	54	59
1744	807319	37	45	22.0	46	39	24.0	49	32.0	37	48	38	47	41	41.0	28	48	23.0	50	57
1745	807320	28	41	22.0	27	31	22.0	37	26.0	37	46	29	51	28	39.0	28	40	23.0	43	52
1746	807321	31	41	30.0	34	37	30.0	37	36.0	40	45	42	55	24	37.0	20	37	30.0	49	57
1747	807322	34	43	28.0	33	34	26.0	41	34.0	36	43	37	52	37	42.0	30	40	28.0	52	57
1748	807324	38	44	29.0	46	43	27.0	41	38.0	39	47	51	63	41	43.0	35	48	27.0	50	56
1749	807333	24	27	23.0	36	30	30.0	40	19.0	29	39	31	40	30	38.0	22	39	26.0	47	46
1750	807336	32	35	27.0	37	34	24.0	44	33.0	31	42	35	47	36	40.0	24	45	24.0	56	59
1751	807342	20	30	22.0	33	34	22.0	31	21.0	38	44	35	49	27	42.0	24	39	24.0	54	52
1752	807343	37	33	22.0	34	46	27.0	35	42.0	39	48	55	71	18	45.0	22	46	25.0	55	57
1753	807349	51	55	30.0	51	54	30.0	54	61.0	45	47	67	74	45	48.0	54	54	30.0	63	62
1754	807350	39	46	30.0	36	53	29.0	39	46.0	40	47	39	56	39	45.0	29	36	29.0	53	48
1755	807351	41	55	29.0	51	55	24.0	51	52.0	42	47	37	60	42	45.0	34	48	22.0	55	62
1756	807353	52	55	30.0	58	54	30.0	64	64.0	47	50	70	73	42	49.0	53	48	30.0	62	64
1757	807354	29	36	28.0	27	42	28.0	40	45.0	35	44	33	46	35	44.0	39	40	26.0	51	61
1758	807355	32	45	24.0	41	45	24.0	39	40.0	35	44	43	51	41	46.0	26	43	21.0	52	62
1759	807356	41	45	28.0	48	44	27.0	42	42.0	45	38	46	51	38	46.0	26	49	23.0	53	61
1760	807359	39	53	30.0	49	56	30.0	61	60.0	45	49	69	73	42	49.0	52	51	28.0	59	62
1761	807363	33	28	20.0	43	34	30.0	41	33.0	42	39	48	57	34	35.0	24	26	26.0	57	60
1762	807364	32	33	25.0	41	31	25.0	36	32.0	37	43	43	55	39	40.0	26	31	27.0	56	60
1763	807365	20	23	22.0	33	24	13.0	38	47.0	34	35	27	33	28	31.0	20	21	11.0	48	56
1764	807373	26	12	10.0	25	10	22.0	34	21.0	35	39	33	30	28	36.0	47	17	26.0	59	42
1765	807374	27	26	25.0	32	20	27.0	37	25.0	42	39	14	32	25	39.0	29	31	23.0	43	45
1766	807377	14	20	25.0	20	26	23.0	26	25.0	33	34	37	39	21	35.0	23	28	23.0	35	38
1767	807383	40	37	24.0	45	44	28.0	51	51.0	42	42	25	37	36	45.0	43	42	23.0	51	56
1768	807386	20	34	22.0	33	21	26.0	30	21.0	40	42	25	41	20	37.0	39	32	24.0	47	48
1769	807397	27	25	23.0	35	32	27.0	42	30.0	45	43	48	47	37	43.0	33	34	25.0	48	55
1770	807407	28	31	23.0	43	27	27.0	44	36.0	41	44	29	49	31	41.0	34	33	23.0	47	52
1771	807408	33	50	28.0	35	44	23.0	58	36.0	47	47	25	51	33	48.0	47	44	27.0	55	50
1772	807409	47	38	29.0	36	49	24.0	67	60.0	44	50	68	65	41	47.0	52	50	29.0	59	62
1773	807414	41	41	28.0	25	44	24.0	49	31.0	43	38	49	38	27	42.0	37	36	28.0	47	40
1774	807416	20	21	28.0	25	17	25.0	61	25.0	37	39	41	34	27	40.0	38	23	23.0	47	50
1775	807423	31	20	28.0	20	24	27.0	45	28.0	32	35	48	48	29	34.0	20	31	28.0	44	45
1776	807425	30	14	23.0	26	22	26.0	18	25.0	43	25	9	41	23	29.0	28	28	24.0	33	35
1777	807430	21	13	27.0	26	24	26.0	67	41.0	27	24	18	29	27	34.0	39	25	22.0	43	40
1778	807431	29	24	27.0	36	26	29.0	54	39.0	47	43	27	43	37	38.0	36	32	29.0	58	53
1779	807432	21	22	28.0	28	29	26.0	62	35.0	45	42	29	44	40	39.0	44	37	30.0	47	52
1780	807439	37	27	25.0	40	40	24.0	53	42.0	44	39	28	40	38	34.0	38	35	22.0	49	51
1781	807445	50	33	27.0	45	44	27.0	53	44.0	49	45	31	49	38	47.0	58	36	28.0	49	46
1782	807454	36	57	24.0	53	56	29.0	69	63.0	47	39	50	47	43	45.0	56	46	27.0	55	53
1783	807467	36	36	23.0	44	21	25.0	49	43.0	35	35	48	38	35	30.0	45	24	14.0	58	47
1784	807480	37	36	29.0	26	49	29.0	53	52.0	37	46	58	57	31	46.0	44	50	28.0	50	54
1785	807486	21	23	13.0	20	20	23.0	25	29.0	41	39	26	40	22	39.0	32	25	22.0	47	49
1786	807487	21	21	22.0	39	33	28.0	56	38.0	48	45	16	41	38	43.0	42	21	27.0	53	49
1787	807500	55	49	28.0	49	57	28.0	64	61.0	43	49	67	65	43	48.0	50	52	29.0	61	62
1788	807501	46	53	22.0	58	58	28.0	64	57.0	47	46	63	69	44	46.0	58	53	26.0	59	54
1789	807510	55	44	29.0	44	49	26.0	56	50.0	48	50	38	63	33	46.0	40	52	28.0	55	59
1790	807519	44	47	28.0	34	39	27.0	43	38.0	44	48	32	44	28	46.0	31	43	28.0	58	64
1791	807520	33	43	29.0	48	47	28.0	72	56.0	48	48	50	60	42	44.0	52	48	28.0	55	60
1792	807521	59	57	29.0	48	59	28.0	68	69.0	49	47	55	70	46	50.0	58	57	29.0	63	65
1793	807522	27	35	29.0	33	36	29.0	41	46.0	44	46	31	48	27	43.0	33	40	30.0	41	53
1794	807523	34	38	29.0	33	38	27.0	39	42.0	43	49	25	43	29	44.0	34	49	28.0	58	55
1795	807525	36	37	27.0	42	46	28.0	63	47.0	50	48	53	58	44	42.0	54	49	29.0	60	54
1796	807533	54	51	28.0	42	57	29.0	65	51.0	49	48	54	62	39	48.0	58	54	28.0	65	61
1797	807535	24	30	25.0	30	20	26.0	35	31.0	28	42	25	33	17	43.0	20	34	28.0	43	54
1798	807537	53	56	29.0	52	55	29.0	68	64.0	49	49	70	72	46	49.0	60	58	29.0	64	61
1799	807541	40	20	28.0	38	36	28.0	63	35.0	46	44	26	51	31	38.0	37	30	28.0	45	49
1800	807553	41	44	28.0	35	47	26.0	51	55.0	40	43	63	61	36	44.0	41	56	28.0	52	50
1801	807587	49	47	27.0	42	50	27.0	51	41.0	36	40	36	56	34	48.0	45	46	29.0	53	55
1802	807589	43	30	28.0	33	44	27.0	39	43.0	35	41	27	43	19	41.0	30	37	29.0	52	50
1803	807590	29	20	10.0	33	30	17.0	25	14.0	38	37	25	30	30	40.0	27	36	16.0	53	41
1804	807591	24	39	28.0	22	34	27.0	26	28.0	32	37	25	20	18	35.0	26	23	20.0	42	40
1805	807593	40	51	29.0	30	45	28.0	46	33.0	46	40	40	53	25	44.0	40	40	29.0	54	52
1806	807600	40	48	26.0	38	43	26.0	44	40.0	44	43	53	41	42	48.0	31	45	29.0	58	51
1807	807603	28	30	25.0	20	34	27.0	47	30.0	36	38	25	32	32	46.0	32	42	23.0	54	57
1808	807626	36	29	25.0	32	47	29.0	58	58.0	34	42	37	59	27	40.0	35	51	28.0	60	50
1809	807628	28	42	26.0	20	33	27.0	51	32.0	29	40	26	36	18	36.0	30	38	24.0	48	50
1810	807629	40	35	27.0	45	45	26.0	47	37.0	40	41	31	34	39	37.0	37	38	24.0	51	50
1811	807632	43	35	24.0	22	39	28.0	59	39.0	36	41	32	40	35	32.0	41	48	28.0	48	53
1812	807633	22	21	26.0	29	30	27.0	25	16.0	17	37	27	43	17	34.0	27	33	21.0	30	51
1813	807658	20	13	10.0	33	31	18.0	42	25.0	42	38	34	39	42	21.0	43	44	27.0	46	52
1814	807710	20	12	11.0	30	21	24.0	44	13.0	35	25	39	37	34	24.0	32	44	25.0	35	32
1815	807722	27	10	12.0	33	37	17.0	36	25.0	39	39	39	41	30	30.0	41	40	21.0	47	46
1816	807723	29	13	12.0	23	23	19.0	30	14.0	41	39	28	41	29	35.0	28	41	25.0	44	44
1817	807733	26	34	0.0	36	25	0.0	30	25.0	34	43	25	29	29	39.0	27	25	0.0	43	49
1818	807740	17	13	10.0	28	17	23.0	31	25.0	45	33	34	30	23	25.0	15	31	21.0	49	40
1819	807751	21	24	10.0	25	36	26.0	46	26.0	37	28	32	25	23	25.0	40	30	26.0	43	49
1820	807773	25	29	0.0	25	29	0.0	44	29.0	38	29	25	37	22	45.0	27	25	0.0	33	33
1821	807807	39	42	0.0	20	33	0.0	40	37.0	49	32	38	35	31	25.0	38	25	0.0	51	50
1822	807818	23	7	14.0	33	28	25.0	41	19.0	36	23	35	30	30	13.0	34	6	22.0	45	25
1823	807821	29	38	0.0	20	25	0.0	32	31.0	31	42	36	25	24	31.0	25	35	0.0	37	47
1824	807844	10	42	0.0	25	38	0.0	32	35.0	40	32	39	31	17	21.0	11	29	0.0	53	48
1825	807868	20	32	0.0	15	25	0.0	25	30.0	17	45	25	26	25	21.0	25	40	0.0	33	40
1826	807872	28	16	19.0	49	27	26.0	62	44.0	40	29	72	27	31	18.0	27	20	23.0	37	27
1827	807915	22	24	10.0	20	28	22.0	32	25.0	43	41	26	45	40	42.0	25	36	30.0	35	54
1828	807923	33	5	10.0	48	43	18.0	37	28.0	33	33	40	49	33	32.0	33	35	22.0	33	56
1829	807926	19	45	0.0	23	25	0.0	28	25.0	20	27	28	36	18	25.0	4	48	0.0	36	37
1830	807927	29	16	10.0	28	20	15.0	40	31.0	46	32	42	37	34	28.0	30	33	25.0	44	42
1831	807932	37	43	27.0	49	42	27.0	54	65.0	47	42	48	52	43	48.0	48	39	26.0	65	53
1832	807933	33	33	28.0	38	39	24.0	51	51.0	40	35	61	53	32	43.0	47	35	17.0	49	40
1833	807940	49	40	25.0	49	39	26.0	34	40.0	45	41	43	46	39	40.0	48	25	24.0	58	55
1834	807941	35	39	29.0	47	33	29.0	52	45.0	47	43	40	56	40	40.0	40	27	28.0	61	55
1835	807959	25	20	25.0	31	23	28.0	32	25.0	39	39	38	55	26	26.0	27	23	21.0	36	43
1836	807963	20	38	24.0	34	35	26.0	28	32.0	41	32	19	37	34	29.0	38	25	23.0	51	51
1837	807965	48	46	28.0	49	38	30.0	47	43.0	46	40	41	65	40	42.0	51	44	28.0	61	59
1838	807971	22	20	24.0	34	20	28.0	39	40.0	24	26	27	43	21	27.0	23	16	26.0	25	37
1839	807977	31	39	24.0	34	33	29.0	48	40.0	46	37	29	51	23	38.0	36	33	25.0	40	53
1840	807982	30	31	26.0	47	30	30.0	49	44.0	40	37	27	57	32	41.0	38	42	29.0	37	50
1841	807984	33	27	24.0	34	36	27.0	40	27.0	46	41	35	50	21	41.0	34	32	23.0	44	46
1842	807987	31	35	26.0	36	47	30.0	62	58.0	29	34	29	64	23	48.0	52	46	28.0	37	50
1843	807989	41	48	29.0	56	46	27.0	54	49.0	43	43	49	59	39	42.0	51	45	27.0	52	55
1844	807994	48	44	23.0	44	51	28.0	40	46.0	45	38	52	58	33	40.0	51	48	27.0	60	42
1845	807996	36	36	25.0	45	47	26.0	37	30.0	48	43	37	63	31	45.0	42	43	27.0	54	40
1846	807998	34	46	25.0	33	30	30.0	45	34.0	39	34	36	49	33	43.0	41	29	28.0	46	51
1847	808010	38	37	28.0	39	39	29.0	38	41.0	45	37	25	49	32	32.0	45	34	27.0	56	44
1848	808014	51	50	27.0	52	50	26.0	55	53.0	45	42	52	62	42	40.0	49	44	27.0	60	53
1849	808022	50	47	24.0	53	46	26.0	47	47.0	47	40	49	53	42	31.0	55	39	26.0	64	54
1850	808025	32	22	25.0	36	48	25.0	40	39.0	37	39	31	69	31	31.0	43	38	19.0	51	57
1851	808026	48	50	25.0	48	46	27.0	52	55.0	47	45	59	62	46	46.0	49	49	24.0	63	57
1852	808030	56	52	30.0	43	56	29.0	59	66.0	47	43	51	66	46	41.0	55	57	26.0	64	57
1853	808033	53	54	28.0	50	56	28.0	54	57.0	48	43	64	59	47	46.0	55	56	28.0	64	56
1854	808037	55	56	27.0	56	57	27.0	50	56.0	46	38	56	74	47	47.0	57	56	22.0	60	57
1855	808039	30	28	28.0	25	30	28.0	37	43.0	38	40	10	38	35	39.0	29	30	17.0	48	56
1856	808049	38	46	29.0	41	45	28.0	42	54.0	47	42	33	53	39	41.0	50	40	25.0	56	52
1857	808054	35	26	24.0	25	27	21.0	38	35.0	34	44	37	51	35	42.0	20	39	23.0	45	46
1858	808057	39	35	25.0	46	34	27.0	43	41.0	44	41	55	40	41	37.0	47	26	22.0	62	45
1859	808058	34	37	24.0	22	34	22.0	43	33.0	33	42	38	51	39	48.0	43	32	23.0	51	55
1860	808065	20	23	23.0	33	36	28.0	44	41.0	39	39	25	34	29	34.0	40	21	26.0	54	43
1861	808072	30	22	25.0	37	18	26.0	31	29.0	45	32	25	32	32	29.0	36	20	28.0	54	45
1862	808076	24	29	24.0	38	31	18.0	25	25.0	43	41	26	35	31	29.0	42	17	23.0	50	47
1863	808080	47	33	25.0	44	26	27.0	40	31.0	48	27	52	44	37	39.0	47	31	23.0	59	38
1864	808113	25	33	29.0	20	35	27.0	28	39.0	37	32	30	42	32	39.0	32	18	22.0	30	44
1865	808115	29	44	29.0	44	36	29.0	60	45.0	48	40	60	59	36	43.0	48	41	29.0	54	45
1866	808176	24	20	26.0	34	20	25.0	36	29.0	36	32	37	14	38	31.0	46	20	18.0	42	31
1867	808177	22	31	26.0	37	36	23.0	43	43.0	45	38	37	20	39	32.0	40	31	22.0	46	48
1868	808178	33	26	0.0	27	28	0.0	26	25.0	32	41	30	35	25	18.0	25	25	0.0	40	45
1869	808180	22	14	25.0	34	40	22.0	37	46.0	42	35	41	35	37	28.0	36	31	25.0	35	44
1870	808183	22	23	26.0	32	27	25.0	42	42.0	40	28	39	43	42	30.0	34	32	23.0	42	44
1871	808185	20	22	25.0	33	25	23.0	32	26.0	45	25	45	30	33	22.0	33	27	21.0	38	32
1872	808189	14	23	24.0	21	36	18.0	37	17.0	38	31	32	36	25	30.0	26	35	23.0	48	39
1873	808191	40	40	25.0	38	50	21.0	44	55.0	44	42	34	67	31	31.0	34	45	22.0	56	61
1874	808193	24	29	26.0	27	39	21.0	47	53.0	44	40	40	57	35	35.0	31	35	25.0	51	60
1875	808195	36	47	25.0	20	41	21.0	42	53.0	43	39	32	49	33	37.0	36	32	22.0	50	49
1876	808196	34	30	24.0	31	33	22.0	29	50.0	36	35	36	39	25	32.0	38	29	21.0	49	54
1877	808197	30	22	24.0	32	26	21.0	35	47.0	39	37	25	36	31	39.0	26	28	22.0	45	52
1878	808205	25	16	25.0	30	26	21.0	31	27.0	25	29	26	30	31	23.0	20	16	23.0	39	45
1879	808209	24	16	25.0	14	36	20.0	31	19.0	38	40	33	48	32	34.0	20	27	22.0	50	53
1880	808224	21	24	29.0	25	28	27.0	43	26.0	40	31	28	35	35	33.0	35	23	24.0	45	46
1881	808223	20	25	26.0	23	20	27.0	48	42.0	41	34	31	43	34	32.0	26	15	20.0	41	50
1882	808222	23	15	24.0	22	20	27.0	25	35.0	43	30	27	30	34	31.0	26	14	24.0	36	40
1883	808227	45	45	24.0	49	55	28.0	59	57.0	49	50	51	63	40	39.0	53	44	17.0	53	66
1884	808230	45	47	26.0	52	49	25.0	57	42.0	48	47	56	48	40	40.0	52	41	24.0	52	59
1885	808238	21	25	26.0	37	20	26.0	30	17.0	29	41	29	44	39	33.0	32	27	24.0	40	38
1886	808244	24	24	28.0	36	12	24.0	44	28.0	27	36	21	34	31	19.0	38	20	25.0	49	50
1887	808250	28	20	26.0	23	23	22.0	37	33.0	45	43	34	19	33	29.0	27	14	20.0	48	52
1888	808251	31	28	29.0	43	28	30.0	59	47.0	44	45	40	57	41	39.0	47	38	25.0	44	54
1889	808260	20	27	25.0	33	23	26.0	27	30.0	32	29	29	32	27	32.0	46	21	21.0	38	39
1890	808261	14	25	24.0	36	40	25.0	37	45.0	44	33	37	37	38	31.0	50	17	20.0	42	50
1891	808262	39	27	28.0	44	47	27.0	48	50.0	46	33	44	41	41	40.0	55	33	20.0	46	52
1892	808263	22	22	24.0	46	41	28.0	36	11.0	41	28	46	32	39	24.0	54	25	19.0	42	46
1893	808264	29	26	25.0	22	21	23.0	34	25.0	23	42	57	44	25	30.0	28	20	20.0	45	53
1894	808265	41	32	25.0	33	33	23.0	41	44.0	45	48	66	45	28	37.0	35	32	22.0	59	59
1895	808270	25	21	24.0	32	28	24.0	40	28.0	41	46	35	33	31	34.0	31	30	16.0	41	43
1896	808271	24	26	24.0	37	31	26.0	32	20.0	35	47	49	48	36	36.0	38	29	18.0	40	46
1897	808272	28	28	25.0	20	35	23.0	49	26.0	35	44	42	49	29	34.0	27	33	19.0	38	51
1898	808289	31	20	24.0	38	27	20.0	37	19.0	45	37	25	41	28	35.0	32	32	25.0	38	51
1899	808290	27	16	26.0	28	25	21.0	29	31.0	42	34	34	39	38	38.0	25	30	24.0	33	50
1900	808291	28	24	24.0	30	23	25.0	48	25.0	43	38	33	27	25	37.0	31	26	23.0	39	55
1901	808292	22	20	24.0	20	25	20.0	35	16.0	46	42	26	25	27	38.0	29	27	23.0	41	49
1902	808293	16	20	25.0	24	21	28.0	25	25.0	36	39	26	30	20	37.0	25	22	22.0	30	47
1903	808294	27	16	26.0	30	25	27.0	35	12.0	47	35	29	29	37	37.0	38	30	23.0	40	47
1904	808295	33	25	24.0	38	22	25.0	44	30.0	45	38	32	28	42	33.0	41	38	23.0	50	53
1905	808312	36	20	24.0	20	31	20.0	46	29.0	35	40	35	57	31	36.0	41	33	22.0	47	58
1906	808313	29	13	26.0	31	29	24.0	31	16.0	28	34	40	36	30	32.0	20	20	21.0	44	59
1907	808321	21	14	22.0	31	20	20.0	30	26.0	37	36	26	41	24	34.0	27	28	20.0	36	44
1908	808322	20	21	25.0	17	34	23.0	44	36.0	38	34	25	25	21	33.0	25	14	22.0	38	50
1909	808323	21	16	26.0	14	30	19.0	29	43.0	38	43	26	49	26	35.0	20	26	22.0	45	52
1910	808324	38	30	24.0	23	26	20.0	37	34.0	48	47	44	57	33	35.0	39	43	23.0	58	59
1911	808325	21	24	25.0	27	21	22.0	31	34.0	38	36	38	29	25	29.0	26	20	23.0	43	43
1912	808326	21	22	25.0	32	20	19.0	41	25.0	42	42	35	35	40	38.0	45	20	22.0	44	54
1913	808327	20	20	25.0	27	20	26.0	34	32.0	27	34	29	27	30	27.0	22	20	23.0	45	55
1914	808329	32	25	28.0	29	26	25.0	45	36.0	43	34	25	34	24	30.0	31	22	27.0	32	52
1915	808330	34	32	25.0	21	36	25.0	54	46.0	34	36	32	37	28	32.0	33	33	24.0	43	62
1916	808333	31	15	24.0	32	15	23.0	41	17.0	41	33	25	25	32	32.0	35	24	21.0	37	51
1917	808338	28	12	26.0	32	25	20.0	36	49.0	36	37	31	52	26	41.0	33	24	24.0	45	59
1918	808339	29	12	24.0	31	20	22.0	37	46.0	41	38	27	56	35	31.0	38	31	25.0	49	51
1919	808348	37	31	29.0	23	25	28.0	36	51.0	30	40	25	52	24	36.0	34	30	21.0	48	56
1920	808349	43	15	29.0	29	31	29.0	48	47.0	37	46	30	58	30	36.0	39	33	23.0	55	54
1921	808350	20	21	22.0	31	22	24.0	25	29.0	32	40	17	47	23	29.0	20	16	24.0	51	49
1922	808352	31	27	27.0	24	20	24.0	36	34.0	37	35	26	40	33	33.0	31	32	24.0	41	43
1923	808355	33	37	29.0	29	42	26.0	51	51.0	39	42	38	58	34	42.0	41	37	23.0	43	47
1924	808356	29	32	27.0	28	33	26.0	59	49.0	42	41	43	56	35	29.0	41	35	28.0	42	47
1925	808357	30	22	28.0	24	29	27.0	42	45.0	45	47	26	57	21	24.0	31	34	21.0	44	45
1926	808358	31	24	27.0	30	23	28.0	59	36.0	43	46	37	62	30	26.0	33	34	21.0	44	47
1927	808359	21	21	28.0	29	30	27.0	52	36.0	44	46	36	52	37	29.0	32	27	22.0	41	44
1928	808360	22	22	28.0	27	26	26.0	43	37.0	43	34	37	56	33	28.0	30	29	22.0	43	35
1929	808361	36	38	29.0	21	40	26.0	44	45.0	39	44	26	58	35	35.0	32	36	23.0	54	56
1930	808363	27	23	29.0	43	36	27.0	40	44.0	42	43	36	51	33	31.0	31	41	23.0	48	48
1931	808364	20	11	28.0	41	31	28.0	32	31.0	43	47	25	54	26	33.0	20	34	21.0	47	54
1932	808365	24	32	29.0	43	48	29.0	53	54.0	44	49	38	58	39	30.0	39	48	23.0	53	58
1933	808366	23	28	29.0	54	56	26.0	39	45.0	41	44	33	57	28	35.0	42	48	24.0	42	59
1934	808367	31	25	29.0	39	53	28.0	45	21.0	32	34	37	61	37	22.0	44	47	26.0	40	54
1935	808387	20	16	23.0	17	30	23.0	32	21.0	27	39	44	50	28	29.0	20	26	25.0	34	47
1936	808388	21	21	25.0	10	23	22.0	45	25.0	30	38	33	48	25	28.0	23	24	24.0	41	51
1937	808390	24	27	25.0	23	26	23.0	34	26.0	40	43	45	47	32	33.0	35	23	22.0	43	50
1938	808392	29	20	22.0	31	33	22.0	30	29.0	28	44	32	42	25	30.0	27	29	21.0	47	58
1939	808393	39	40	27.0	23	40	22.0	38	35.0	29	43	25	48	25	29.0	41	46	20.0	53	63
1940	808394	32	40	23.0	31	35	25.0	25	46.0	40	45	25	65	33	35.0	28	33	24.0	47	57
1941	808395	28	55	26.0	21	48	24.0	53	62.0	47	50	33	52	36	42.0	32	42	24.0	62	66
1942	808396	36	41	25.0	25	35	23.0	44	46.0	46	45	33	60	29	43.0	35	40	25.0	53	56
1943	808397	36	37	26.0	21	41	25.0	56	48.0	44	46	30	60	39	39.0	36	37	27.0	59	64
1944	808398	25	20	24.0	38	32	24.0	45	27.0	42	40	38	47	36	37.0	20	33	26.0	56	46
1945	808400	33	11	24.0	33	20	23.0	46	11.0	43	35	25	27	27	25.0	29	21	22.0	36	50
1946	808412	38	25	25.0	34	29	22.0	36	13.0	45	43	29	32	36	30.0	42	26	23.0	42	59
1947	808417	34	42	28.0	37	52	26.0	68	58.0	42	41	46	60	40	32.0	46	41	21.0	52	69
1948	808418	34	47	29.0	24	46	29.0	62	53.0	46	44	32	54	33	40.0	39	38	23.0	54	56
1949	808419	34	37	27.0	35	33	25.0	51	42.0	40	44	56	54	32	27.0	37	24	21.0	49	46
1950	808420	20	32	28.0	16	21	26.0	36	26.0	40	38	26	40	24	18.0	20	16	22.0	26	44
1951	808421	34	34	29.0	31	40	29.0	56	38.0	36	42	40	56	29	21.0	39	25	27.0	41	36
1952	808425	28	23	28.0	27	29	29.0	45	36.0	39	34	35	46	27	27.0	29	8	23.0	34	42
1953	808426	33	28	28.0	25	28	24.0	46	40.0	43	38	50	59	31	28.0	30	16	23.0	46	42
1954	808427	22	26	27.0	21	31	26.0	46	41.0	40	40	34	52	17	25.0	29	20	23.0	38	40
1955	808428	33	26	29.0	40	32	29.0	48	36.0	37	41	40	58	32	31.0	20	38	22.0	48	49
1956	808429	29	21	26.0	25	20	26.0	45	26.0	41	37	14	38	23	30.0	24	20	24.0	40	48
1957	808430	22	23	29.0	28	20	27.0	49	30.0	38	45	29	35	24	26.0	35	14	27.0	40	59
1958	808440	20	20	26.0	20	28	26.0	47	25.0	35	33	28	53	32	22.0	27	20	23.0	44	41
1959	808442	30	26	27.0	33	39	25.0	45	20.0	39	47	28	49	32	33.0	24	29	21.0	48	51
1960	808446	37	28	23.0	29	28	25.0	36	10.0	43	39	15	45	27	34.0	25	25	24.0	31	60
1961	808451	20	24	28.0	37	22	29.0	43	29.0	40	41	28	48	29	35.0	37	23	28.0	41	43
1962	808452	20	28	27.0	21	40	27.0	43	45.0	39	46	33	45	17	36.0	24	33	22.0	40	53
1963	808447	20	24	24.0	22	41	23.0	30	9.0	27	36	25	51	30	37.0	27	22	25.0	39	56
1964	808449	25	24	28.0	29	29	26.0	51	42.0	42	45	33	55	30	38.0	30	29	21.0	38	53
1965	808450	30	24	28.0	41	34	27.0	60	51.0	44	47	52	60	31	35.0	32	27	23.0	46	56
1966	808453	29	32	28.0	27	44	26.0	47	45.0	48	48	20	55	30	35.0	26	30	22.0	42	62
1967	808460	39	50	29.0	35	46	29.0	57	53.0	42	47	25	63	28	33.0	33	43	27.0	47	65
1968	808461	20	49	28.0	24	47	26.0	50	45.0	41	47	27	44	29	29.0	30	37	22.0	48	59
