	A-ID	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	COMPUTERSCIENCE1	COMPUTERSCIENCE2	COMPUTER_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
5386	837131	53	59	30.0	42.0	42	50.0	70	55.0	48	48	66	64.0	46	43.0	59.0	52.0	30.0	61	65
5388	837133	29	48	22.0	30.0	30	34.0	39	29.0	40	48	26	34.0	34	42.0	38.0	35.0	21.0	54	54
5389	837134	44	42	21.0	36.0	22	37.0	43	33.0	40	38	49	29.0	44	40.0	54.0	37.0	19.0	46	53
5391	837136	23	39	22.0	33.0	30	35.0	41	20.0	41	31	31	27.0	30	36.0	43.0	30.0	24.0	48	52
5392	837137	47	53	21.0	37.0	28	36.0	54	14.0	45	37	52	43.0	45	37.0	55.0	31.0	20.0	49	51
5395	837140	38	51	22.0	40.0	19	34.0	50	26.0	45	29	67	51.0	43	37.0	58.0	30.0	19.0	37	52
5401	837145	42	56	23.0	38.0	30	37.0	53	30.0	46	35	64	50.0	42	36.0	57.0	31.0	16.0	42	55
5404	837147	43	51	20.0	37.0	32	39.0	41	48.0	48	49	27	52.0	29	37.0	38.0	44.0	20.0	56	56
5405	837149	53	55	22.0	39.0	36	36.0	65	50.0	39	38	68	53.0	47	38.0	58.0	47.0	18.0	58	56
5406	837151	49	59	28.0	41.0	40	46.0	56	47.0	45	40	70	65.0	47	42.0	56.0	48.0	29.0	59	61
5409	837154	50	53	21.0	35.0	35	39.0	49	40.0	45	36	64	53.0	44	39.0	55.0	46.0	19.0	58	61
5411	837156	21	39	22.0	31.0	27	40.0	36	38.0	43	38	47	40.0	28	41.0	21.0	38.0	21.0	50	46
5412	837157	51	57	28.0	40.0	34	48.0	69	54.0	47	41	68	50.0	47	42.0	58.0	44.0	19.0	60	59
5413	837158	32	50	28.0	35.0	27	43.0	47	54.0	46	42	48	49.0	31	45.0	46.0	37.0	26.0	58	57
5415	837161	51	56	24.0	36.0	26	41.0	52	39.0	44	32	68	38.0	45	39.0	55.0	42.0	17.0	47	52
5417	837163	23	47	22.0	32.0	32	41.0	46	40.0	46	41	52	37.0	29	39.0	37.0	36.0	23.0	56	50
5418	837164	49	39	24.0	38.0	11	38.0	32	18.0	44	11	56	29.0	45	30.0	57.0	18.0	18.0	39	41
5419	837165	40	55	22.0	35.0	27	37.0	41	20.0	48	9	69	37.0	43	41.0	58.0	28.0	20.0	40	47
5422	837168	24	54	23.0	27.0	32	42.0	42	53.0	45	44	57	56.0	30	41.0	27.0	37.0	21.0	52	57
5423	837169	29	45	22.0	39.0	29	41.0	29	31.0	25	32	26	40.0	22	39.0	34.0	29.0	21.0	40	52
5424	837170	41	37	24.0	34.0	17	38.0	53	25.0	42	10	63	27.0	43	30.0	55.0	22.0	16.0	41	32
5425	837171	43	49	24.0	42.0	31	40.0	40	32.0	48	33	26	38.0	22	38.0	35.0	33.0	22.0	57	54
5426	837172	45	47	24.0	37.0	32	40.0	49	35.0	47	24	69	33.0	46	34.0	55.0	29.0	18.0	47	50
5427	837173	51	53	22.0	36.0	33	39.0	61	46.0	47	33	68	40.0	43	39.0	58.0	37.0	18.0	48	53
5428	837174	26	52	24.0	31.0	26	40.0	35	28.0	46	41	54	42.0	31	37.0	34.0	37.0	24.0	51	52
5429	837175	21	52	18.0	30.0	17	41.0	40	39.0	43	28	61	45.0	22	36.0	28.0	30.0	20.0	51	54
5430	837176	47	55	22.0	39.0	22	36.0	42	28.0	43	28	69	37.0	44	36.0	51.0	37.0	17.0	42	53
5431	837177	24	36	18.0	28.0	17	35.0	26	30.0	47	26	50	26.0	25	36.0	24.0	30.0	16.0	44	49
5432	837178	38	40	23.0	34.0	23	35.0	29	25.0	41	12	53	38.0	45	37.0	44.0	23.0	20.0	54	40
5433	837179	27	56	16.0	36.0	38	49.0	51	46.0	46	42	52	41.0	31	39.0	48.0	32.0	19.0	60	53
5438	837184	48	46	22.0	39.0	30	39.0	44	30.0	47	31	63	25.0	45	37.0	51.0	36.0	18.0	47	50
5439	837187	48	54	23.0	38.0	35	42.0	62	49.0	46	41	63	57.0	46	41.0	54.0	45.0	23.0	58	60
5441	837186	44	55	20.0	39.0	31	35.0	61	48.0	46	36	69	31.0	47	38.0	55.0	45.0	20.0	54	57
5442	837189	27	55	17.0	34.0	32	38.0	48	49.0	44	42	59	46.0	35	41.0	39.0	27.0	19.0	52	59
5444	837190	49	54	23.0	39.0	31	39.0	56	35.0	47	41	69	47.0	44	41.0	54.0	36.0	19.0	57	57
5445	837191	36	39	19.0	35.0	19	36.0	33	10.0	43	10	50	12.0	43	30.0	47.0	22.0	18.0	33	36
5446	837192	23	52	21.0	33.0	25	41.0	35	33.0	40	42	58	28.0	31	38.0	38.0	32.0	23.0	53	46
5449	837196	20	53	20.0	34.0	31	39.0	47	33.0	43	39	25	25.0	32	40.0	30.0	36.0	26.0	57	45
5450	837197	30	48	24.0	33.0	35	43.0	35	27.0	41	39	50	39.0	35	42.0	43.0	37.0	28.0	59	52
5452	837198	45	57	25.0	39.0	34	41.0	56	40.0	46	36	68	40.0	45	40.0	56.0	46.0	20.0	47	56
5453	837199	20	43	20.0	34.0	29	39.0	40	34.0	43	36	48	42.0	31	41.0	42.0	31.0	25.0	51	47
5456	837202	24	45	20.0	33.0	19	42.0	42	32.0	44	37	28	50.0	31	37.0	37.0	35.0	23.0	48	49
5457	837205	25	50	20.0	33.0	33	49.0	46	55.0	44	45	35	55.0	29	43.0	44.0	37.0	29.0	58	50
5459	837203	8	42	20.0	31.0	13	46.0	46	25.0	21	25	52	38.0	22	40.0	27.0	17.0	23.0	30	47
5462	837209	40	50	22.0	33.0	19	38.0	31	17.0	45	17	65	25.0	47	38.0	53.0	28.0	19.0	44	48
5463	837211	46	55	28.0	39.0	37	48.0	41	44.0	46	31	63	51.0	45	42.0	54.0	37.0	26.0	54	59
5464	837212	29	48	21.0	33.0	37	43.0	48	40.0	38	42	33	27.0	29	35.0	41.0	38.0	27.0	55	56
5472	837223	35	41	18.0	35.0	17	39.0	55	19.0	43	39	30	25.0	43	42.0	24.0	33.0	13.0	48	20
5473	837224	36	38	24.0	24.0	20	34.0	28	14.0	38	33	36	28.0	37	41.0	43.0	39.0	14.0	39	19
5474	837226	26	47	0.0	25.0	30	0.0	29	15.0	24	36	27	40.0	34	33.0	31.0	33.0	0.0	29	47
5475	837227	45	47	23.0	39.0	22	46.0	54	29.0	43	40	29	25.0	44	43.0	27.0	45.0	17.0	55	28
5477	837230	32	38	0.0	50.0	25	0.0	25	17.0	36	37	42	10.0	45	26.0	43.0	39.0	0.0	33	39
5478	837231	47	47	28.0	42.0	31	49.0	62	35.0	48	44	44	59.0	46	45.0	52.0	54.0	14.0	59	50
5479	837233	33	38	22.0	40.0	20	42.0	57	25.0	44	28	41	35.0	43	43.0	38.0	52.0	14.0	43	40
5480	837234	25	44	0.0	32.0	21	0.0	25	27.0	21	30	27	33.0	18	26.0	27.0	31.0	0.0	30	42
5483	837243	36	26	25.0	35.0	19	40.0	36	11.0	43	29	29	25.0	43	37.0	20.0	23.0	10.0	31	25
5484	837244	34	41	16.0	21.0	31	35.0	54	35.0	42	41	53	29.0	40	41.0	54.0	32.0	11.0	56	54
5486	837246	60	48	0.0	27.0	25	0.0	46	28.0	44	41	35	27.0	39	28.0	61.0	56.0	0.0	56	44
5488	837248	39	46	10.0	23.0	25	33.0	35	21.0	41	37	41	30.0	31	42.0	47.0	52.0	11.0	48	29
5489	837249	51	55	24.0	43.0	34	49.0	70	42.0	47	47	58	71.0	47	42.0	51.0	56.0	23.0	60	56
5490	837251	30	21	20.0	41.0	23	44.0	32	17.0	47	21	32	25.0	41	38.0	28.0	30.0	20.0	61	7
5491	837252	34	21	10.0	35.0	13	33.0	26	20.0	41	25	25	20.0	36	41.0	24.0	27.0	13.0	44	16
5492	837253	36	36	21.0	40.0	18	43.0	35	13.0	43	23	32	25.0	42	35.0	36.0	44.0	20.0	51	15
5493	837254	36	42	10.0	32.0	23	33.0	26	28.0	43	33	28	18.0	43	42.0	30.0	43.0	13.0	51	25
5494	837258	35	42	10.0	30.0	25	26.0	27	31.0	41	35	31	20.0	40	43.0	30.0	46.0	11.0	49	29
5495	837255	44	48	21.0	42.0	30	45.0	41	12.0	43	39	34	25.0	47	44.0	25.0	46.0	21.0	63	37
5496	837256	31	41	10.0	36.0	21	32.0	34	35.0	45	44	31	18.0	42	42.0	30.0	40.0	12.0	50	38
5497	837260	40	34	10.0	30.0	18	29.0	27	20.0	41	35	27	19.0	31	37.0	29.0	42.0	13.0	45	28
5498	837261	38	43	20.0	41.0	19	38.0	36	19.0	42	35	34	30.0	41	38.0	30.0	44.0	18.0	51	35
5499	837263	38	49	20.0	39.0	30	42.0	36	12.0	44	42	38	30.0	44	39.0	28.0	47.0	21.0	52	41
5500	837264	26	27	10.0	29.0	20	29.0	27	19.0	35	19	28	22.0	41	32.0	22.0	40.0	12.0	41	13
5501	837265	36	24	22.0	37.0	17	40.0	32	13.0	38	30	31	25.0	40	32.0	20.0	41.0	22.0	34	15
5502	837267	33	44	24.0	35.0	18	46.0	35	7.0	45	43	43	26.0	35	41.0	29.0	38.0	20.0	53	14
5503	837268	44	49	10.0	41.0	33	37.0	48	46.0	45	41	33	31.0	42	45.0	36.0	47.0	13.0	57	35
5504	837272	38	45	10.0	31.0	26	35.0	41	29.0	42	32	33	34.0	44	41.0	34.0	41.0	11.0	43	29
5505	837270	34	36	10.0	34.0	18	32.0	31	19.0	47	24	25	20.0	40	39.0	24.0	39.0	11.0	39	12
5506	837271	39	45	24.0	40.0	21	40.0	56	35.0	43	35	35	29.0	47	41.0	32.0	49.0	15.0	56	25
5507	837275	28	39	22.0	35.0	18	38.0	53	25.0	45	35	50	38.0	39	41.0	39.0	46.0	18.0	37	25
5508	837274	43	43	10.0	41.0	25	34.0	47	37.0	44	36	27	38.0	46	42.0	27.0	50.0	11.0	43	39
5509	837279	36	36	12.0	21.0	13	39.0	39	25.0	44	38	38	37.0	36	42.0	48.0	46.0	10.0	51	42
5510	837276	27	42	15.0	26.0	20	37.0	43	25.0	34	37	40	34.0	22	42.0	27.0	48.0	10.0	30	29
5512	837281	31	21	0.0	45.0	57	0.0	43	20.0	45	41	43	26.0	39	39.0	57.0	37.0	0.0	43	37
5513	837282	24	30	15.0	21.0	20	36.0	26	20.0	37	24	34	29.0	33	33.0	50.0	37.0	10.0	56	8
5514	837283	40	44	15.0	26.0	30	38.0	44	35.0	47	39	38	43.0	42	42.0	54.0	46.0	10.0	58	46
5515	837284	38	38	16.0	25.0	14	36.0	38	29.0	38	37	25	33.0	38	42.0	51.0	44.0	10.0	35	25
5516	837285	42	39	15.0	27.0	38	37.0	39	34.0	45	42	37	39.0	42	43.0	53.0	45.0	10.0	54	55
5517	837288	37	44	16.0	26.0	27	34.0	42	26.0	49	38	40	45.0	39	41.0	52.0	46.0	11.0	48	25
5518	837289	35	38	16.0	24.0	35	36.0	37	26.0	47	31	30	45.0	40	39.0	48.0	48.0	10.0	38	16
5519	837291	23	43	15.0	25.0	42	36.0	42	18.0	43	37	34	38.0	28	42.0	23.0	47.0	4.0	36	33
5520	837293	20	41	15.0	17.0	35	34.0	35	25.0	29	42	34	42.0	34	41.0	33.0	44.0	10.0	33	31
5521	837292	24	36	15.0	23.0	27	36.0	29	20.0	43	32	36	31.0	40	42.0	35.0	46.0	5.0	26	25
5522	837295	32	42	15.0	25.0	19	33.0	26	18.0	47	36	30	38.0	45	41.0	48.0	45.0	11.0	48	27
5523	837296	52	42	0.0	40.0	19	0.0	36	25.0	48	39	36	45.0	44	40.0	54.0	40.0	0.0	52	27
5524	837297	43	22	15.0	25.0	22	31.0	29	20.0	38	27	27	60.0	37	34.0	47.0	45.0	5.0	43	26
5525	837300	36	40	17.0	19.0	33	32.0	39	26.0	42	40	38	42.0	35	42.0	38.0	45.0	7.0	42	25
5526	837299	29	34	14.0	30.0	18	35.0	26	21.0	25	31	28	28.0	31	37.0	21.0	45.0	5.0	42	14
5527	837303	30	33	10.0	36.0	35	32.0	34	19.0	37	39	30	30.0	26	40.0	20.0	40.0	5.0	45	16
5528	837304	41	37	11.0	40.0	32	34.0	40	18.0	45	41	52	37.0	43	42.0	32.0	46.0	5.0	45	33
5529	837306	46	21	14.0	21.0	27	31.0	25	31.0	42	32	46	30.0	30	41.0	41.0	43.0	15.0	43	27
5530	837307	46	29	15.0	30.0	27	35.0	39	40.0	47	39	55	33.0	37	45.0	51.0	42.0	10.0	55	44
5532	837309	42	25	10.0	28.0	27	34.0	45	28.0	34	18	56	27.0	35	29.0	49.0	42.0	20.0	35	25
5534	837311	25	43	0.0	34.0	27	0.0	31	27.0	18	35	35	39.0	20	29.0	43.0	33.0	0.0	34	42
5537	837315	44	35	17.0	23.0	35	27.0	38	17.0	49	37	59	37.0	40	37.0	50.0	46.0	10.0	50	28
5538	837317	36	24	13.0	40.0	32	33.0	27	25.0	47	23	27	22.0	42	28.0	49.0	41.0	23.0	57	19
5539	837318	19	39	0.0	26.0	27	0.0	25	25.0	23	26	29	26.0	22	29.0	25.0	32.0	0.0	28	40
5541	837322	46	33	19.0	29.0	23	35.0	28	25.0	47	36	55	39.0	44	36.0	48.0	45.0	16.0	56	32
5542	837323	48	29	13.0	26.0	29	37.0	42	32.0	40	44	46	31.0	40	33.0	49.0	46.0	20.0	58	36
5544	837326	44	23	16.0	23.0	21	32.0	40	25.0	46	45	52	19.0	42	41.0	45.0	30.0	15.0	49	16
5545	837325	41	10	15.0	22.0	18	34.0	33	15.0	47	41	32	25.0	41	42.0	47.0	28.0	16.0	49	26
5547	837328	48	20	16.0	9.0	17	31.0	25	25.0	47	31	41	23.0	35	37.0	34.0	23.0	13.0	46	12
5548	837329	42	26	20.0	18.0	25	33.0	34	19.0	44	36	54	27.0	35	35.0	47.0	24.0	21.0	45	15
5550	837331	57	53	0.0	51.0	58	0.0	47	38.0	46	45	42	58.0	42	47.0	58.0	56.0	0.0	47	56
5551	837334	50	36	18.0	17.0	28	34.0	57	17.0	48	37	58	38.0	26	48.0	44.0	42.0	25.0	40	6
5553	837336	43	13	13.0	20.0	23	31.0	41	25.0	48	31	42	43.0	33	44.0	41.0	36.0	13.0	47	12
5555	837338	45	34	12.0	24.0	37	30.0	46	31.0	47	42	54	42.0	38	45.0	55.0	43.0	21.0	52	5
5556	837340	50	32	0.0	44.0	25	0.0	45	25.0	47	45	60	33.0	42	42.0	53.0	37.0	0.0	53	35
5557	837341	30	34	0.0	25.0	57	0.0	25	25.0	34	42	50	26.0	23	43.0	42.0	54.0	0.0	25	45
5559	837343	43	32	0.0	45.0	56	0.0	29	16.0	38	40	27	41.0	37	37.0	41.0	53.0	0.0	44	43
5560	837344	25	20	0.0	62.0	36	0.0	31	17.0	43	36	26	38.0	40	38.0	48.0	49.0	0.0	31	45
5561	837345	26	33	0.0	45.0	35	0.0	31	26.0	32	44	27	35.0	41	33.0	40.0	40.0	0.0	56	50
5562	837346	25	25	0.0	51.0	40	0.0	26	20.0	45	41	26	27.0	33	36.0	56.0	36.0	0.0	25	39
5563	837347	26	36	0.0	51.0	26	0.0	28	20.0	40	41	42	31.0	34	37.0	53.0	43.0	0.0	38	32
5564	837350	29	25	11.0	7.0	21	33.0	34	18.0	46	34	46	35.0	33	36.0	44.0	33.0	10.0	41	15
5565	837349	38	31	13.0	18.0	21	32.0	41	20.0	47	44	51	31.0	35	38.0	43.0	37.0	10.0	50	10
5566	837351	38	22	12.0	25.0	25	33.0	40	17.0	41	34	57	42.0	37	39.0	39.0	29.0	10.0	44	12
5568	837356	42	35	14.0	25.0	30	23.0	58	34.0	49	41	58	41.0	43	40.0	51.0	47.0	15.0	51	35
5569	837357	37	29	13.0	20.0	23	35.0	69	25.0	48	30	57	42.0	39	35.0	39.0	45.0	15.0	42	13
5570	837358	34	32	12.0	17.0	29	30.0	42	18.0	46	39	49	43.0	40	39.0	43.0	49.0	10.0	53	25
5571	837359	34	24	11.0	17.0	17	31.0	28	25.0	40	33	35	33.0	35	32.0	29.0	36.0	10.0	43	25
5572	837363	32	45	14.0	24.0	20	32.0	26	20.0	47	34	39	41.0	36	37.0	43.0	25.0	21.0	51	12
5573	837360	36	20	11.0	26.0	25	31.0	31	16.0	50	43	44	39.0	43	39.0	52.0	37.0	10.0	42	15
5574	837365	37	15	13.0	17.0	19	29.0	38	30.0	38	40	48	38.0	38	41.0	41.0	30.0	15.0	47	11
5575	837366	42	30	12.0	23.0	25	34.0	37	30.0	47	46	66	35.0	42	41.0	50.0	39.0	14.0	54	4
5577	837369	45	33	0.0	65.0	65	0.0	47	25.0	46	45	26	36.0	39	42.0	54.0	52.0	0.0	40	53
5579	837371	49	29	0.0	17.0	40	0.0	26	25.0	26	34	26	46.0	28	35.0	45.0	44.0	0.0	32	45
5582	837375	48	40	10.0	28.0	26	37.0	44	45.0	46	45	63	36.0	43	44.0	52.0	42.0	22.0	57	42
5583	837376	51	42	0.0	35.0	44	0.0	32	28.0	38	43	34	19.0	17	40.0	41.0	48.0	0.0	26	39
5601	837395	45	53	24.0	34.0	38	40.0	53	57.0	47	48	39	65.0	39	43.0	52.0	35.0	21.0	54	53
5624	837424	46	49	23.0	45.0	36	37.0	21	47.0	45	44	65	56.0	42	41.0	27.0	26.0	23.0	41	40
5627	837427	43	48	23.0	45.0	34	38.0	29	45.0	45	45	67	47.0	40	40.0	37.0	25.0	28.0	45	54
5638	837439	40	47	25.0	33.0	35	39.0	46	59.0	40	47	68	62.0	38	43.0	49.0	39.0	24.0	55	61
5645	837445	48	47	26.0	31.0	36	38.0	60	58.0	44	49	27	47.0	42	43.0	53.0	31.0	22.0	50	60
5656	837457	36	45	26.0	35.0	35	40.0	41	48.0	38	47	28	63.0	39	42.0	54.0	35.0	24.0	46	55
5664	837465	43	49	22.0	33.0	35	40.0	40	64.0	40	46	71	61.0	33	44.0	43.0	36.0	19.0	54	55
5698	837501	43	51	23.0	35.0	36	37.0	46	56.0	40	49	41	72.0	38	44.0	51.0	39.0	22.0	59	53
5704	837507	41	40	22.0	35.0	34	41.0	41	53.0	36	49	72	68.0	38	39.0	52.0	43.0	21.0	54	54
5723	837527	42	39	23.0	34.0	35	42.0	33	49.0	42	49	25	66.0	42	43.0	45.0	43.0	22.0	44	51
5727	837531	39	35	22.0	32.0	36	40.0	45	51.0	42	48	73	64.0	37	43.0	45.0	42.0	23.0	39	54
5745	837549	39	49	22.0	32.0	35	42.0	51	57.0	46	48	27	59.0	41	40.0	48.0	49.0	22.0	51	52
5746	837550	31	42	16.0	21.0	41	17.0	51	26.0	33	32	53	49.0	21	45.0	40.0	22.0	16.0	46	34
5748	837552	41	47	27.0	34.0	29	44.0	51	25.0	45	47	65	53.0	38	45.0	37.0	22.0	22.0	40	39
5749	837553	21	46	16.0	17.0	42	18.0	37	27.0	29	46	58	56.0	42	45.0	33.0	34.0	19.0	25	42
5751	837556	36	49	30.0	21.0	47	18.0	27	54.0	44	46	70	64.0	33	47.0	51.0	50.0	24.0	57	48
5752	837557	27	48	24.0	32.0	44	43.0	30	31.0	45	47	69	59.0	42	45.0	42.0	45.0	27.0	35	48
5754	837559	41	46	20.0	17.0	44	17.0	25	51.0	41	46	67	54.0	33	47.0	47.0	45.0	20.0	49	51
5755	837560	26	40	22.0	22.0	30	17.0	25	31.0	35	38	56	36.0	39	44.0	25.0	34.0	24.0	36	45
5756	837561	36	47	29.0	17.0	25	17.0	47	34.0	37	46	58	48.0	33	41.0	32.0	28.0	19.0	38	45
5757	837562	45	13	0.0	25.0	27	0.0	25	19.0	37	23	29	21.0	20	33.0	52.0	33.0	0.0	25	48
5759	837564	25	43	19.0	25.0	35	17.0	49	28.0	40	46	58	58.0	39	45.0	37.0	22.0	22.0	28	44
5761	837566	42	49	25.0	23.0	37	17.0	50	22.0	39	46	65	54.0	38	46.0	24.0	21.0	22.0	25	57
5762	837568	47	38	0.0	41.0	57	0.0	60	53.0	42	41	38	52.0	39	40.0	48.0	45.0	0.0	51	52
5765	837571	37	48	20.0	25.0	45	17.0	38	33.0	41	48	72	63.0	45	47.0	46.0	52.0	30.0	47	57
5768	837575	42	53	30.0	25.0	43	18.0	39	56.0	42	48	25	56.0	37	47.0	53.0	41.0	23.0	52	52
5769	837576	20	33	18.0	30.0	21	19.0	29	14.0	29	42	59	40.0	42	42.0	30.0	14.0	18.0	25	44
5770	837577	22	38	18.0	18.0	33	17.0	49	28.0	25	46	70	55.0	31	45.0	34.0	27.0	16.0	30	43
5771	837578	20	46	30.0	37.0	41	17.0	57	26.0	28	48	70	54.0	34	44.0	43.0	33.0	23.0	26	49
5772	837579	37	36	0.0	45.0	30	0.0	42	31.0	49	48	44	47.0	47	45.0	44.0	51.0	0.0	44	56
5774	837581	30	48	26.0	23.0	37	40.0	30	48.0	45	46	68	58.0	39	45.0	38.0	35.0	28.0	39	49
5776	837583	24	49	15.0	21.0	40	38.0	34	33.0	43	43	69	54.0	43	45.0	38.0	36.0	20.0	36	46
5777	837585	30	44	0.0	40.0	66	0.0	61	53.0	37	42	37	50.0	31	37.0	36.0	53.0	0.0	50	49
5778	837586	28	41	24.0	23.0	41	38.0	37	39.0	44	47	68	52.0	40	45.0	46.0	43.0	19.0	34	50
5780	837588	33	48	20.0	21.0	42	17.0	63	42.0	38	48	68	60.0	37	47.0	48.0	42.0	21.0	44	50
5781	837589	42	50	29.0	36.0	43	17.0	60	51.0	45	47	67	59.0	37	47.0	35.0	38.0	21.0	42	59
5782	837590	27	44	18.0	20.0	42	17.0	57	38.0	36	45	68	36.0	37	47.0	31.0	35.0	21.0	32	50
5785	837593	25	34	18.0	22.0	35	39.0	25	56.0	43	44	66	62.0	41	42.0	28.0	33.0	20.0	34	53
5787	837595	23	34	19.0	24.0	38	38.0	49	25.0	44	44	65	57.0	40	44.0	35.0	10.0	17.0	43	49
5788	837596	30	33	17.0	25.0	33	17.0	28	31.0	23	35	59	53.0	25	42.0	41.0	10.0	12.0	35	50
5789	837597	42	27	26.0	28.0	41	43.0	54	20.0	46	39	52	40.0	38	42.0	30.0	14.0	22.0	25	44
5790	837598	31	35	17.0	22.0	41	45.0	27	17.0	41	45	65	55.0	40	46.0	38.0	20.0	21.0	38	58
5791	837600	41	41	29.0	33.0	33	43.0	63	12.0	43	44	65	54.0	39	44.0	54.0	8.0	22.0	44	61
5792	837601	22	25	22.0	33.0	33	17.0	52	26.0	30	44	64	57.0	23	46.0	48.0	9.0	15.0	29	47
5793	837602	26	36	0.0	26.0	31	0.0	25	19.0	28	35	42	26.0	17	35.0	67.0	54.0	0.0	39	46
5794	837603	34	33	16.0	26.0	37	41.0	50	33.0	36	44	69	59.0	38	40.0	39.0	35.0	21.0	36	49
5795	837604	21	30	22.0	30.0	38	18.0	55	25.0	29	40	70	50.0	24	44.0	30.0	20.0	17.0	30	42
5796	837605	35	33	15.0	24.0	43	43.0	25	25.0	43	42	63	62.0	42	45.0	44.0	28.0	22.0	44	51
5798	837607	32	33	20.0	21.0	38	17.0	29	25.0	37	43	69	53.0	28	45.0	43.0	20.0	22.0	37	55
5799	837608	33	36	14.0	20.0	43	42.0	50	28.0	33	44	70	59.0	39	45.0	43.0	11.0	23.0	32	49
5800	837609	36	29	22.0	30.0	17	44.0	44	11.0	33	44	67	51.0	30	44.0	23.0	10.0	24.0	25	44
5801	837610	21	36	19.0	36.0	31	17.0	55	27.0	26	44	67	54.0	23	43.0	37.0	11.0	18.0	40	52
5802	837611	31	21	22.0	33.0	35	42.0	47	8.0	42	33	67	42.0	42	45.0	50.0	20.0	23.0	40	45
5803	837612	20	24	17.0	32.0	17	44.0	44	20.0	43	37	56	54.0	34	30.0	20.0	24.0	16.0	18	41
5804	837613	20	30	18.0	29.0	25	18.0	50	36.0	23	44	68	53.0	21	43.0	30.0	29.0	16.0	37	45
5805	837614	41	38	20.0	17.0	41	41.0	36	49.0	46	46	65	55.0	45	45.0	49.0	26.0	26.0	42	54
5806	837616	33	38	18.0	17.0	29	17.0	53	26.0	23	44	56	51.0	25	44.0	42.0	20.0	19.0	38	44
5807	837617	30	35	13.0	36.0	32	41.0	32	31.0	39	44	57	49.0	40	44.0	39.0	12.0	14.0	35	52
5808	837618	40	33	0.0	40.0	27	0.0	26	33.0	46	45	65	59.0	32	43.0	31.0	17.0	0.0	38	49
5809	837619	31	40	19.0	27.0	35	17.0	32	46.0	35	46	60	61.0	30	46.0	40.0	22.0	18.0	50	56
5810	837620	34	41	14.0	34.0	39	43.0	39	51.0	41	44	65	63.0	39	43.0	42.0	24.0	16.0	34	47
5812	837622	30	33	16.0	20.0	34	17.0	26	42.0	30	44	66	58.0	28	43.0	48.0	23.0	15.0	31	51
5813	837623	35	36	25.0	25.0	43	42.0	57	45.0	42	44	66	48.0	38	44.0	44.0	22.0	20.0	45	52
5814	837624	32	25	0.0	27.0	33	0.0	48	18.0	36	23	40	25.0	35	29.0	41.0	42.0	0.0	57	37
5815	837625	32	43	19.0	30.0	38	17.0	25	40.0	39	44	65	58.0	36	43.0	43.0	29.0	24.0	41	47
5816	837626	37	38	25.0	19.0	42	41.0	33	42.0	45	45	63	56.0	45	46.0	41.0	30.0	27.0	49	51
5818	837628	33	38	23.0	18.0	38	17.0	34	46.0	43	45	64	55.0	36	46.0	42.0	25.0	22.0	45	51
5819	837629	32	35	19.0	20.0	38	41.0	29	36.0	43	45	66	44.0	39	44.0	30.0	30.0	15.0	44	48
5821	837631	32	24	25.0	27.0	39	17.0	30	25.0	41	44	63	44.0	44	46.0	37.0	24.0	26.0	41	43
5822	837632	31	34	19.0	33.0	29	17.0	25	31.0	32	45	66	40.0	32	45.0	39.0	29.0	16.0	38	39
5825	837635	35	39	25.0	32.0	31	43.0	25	25.0	36	45	62	44.0	40	44.0	37.0	30.0	28.0	31	48
5826	837637	26	40	19.0	30.0	41	17.0	45	54.0	42	45	63	43.0	33	46.0	41.0	21.0	27.0	48	53
5827	837638	28	36	21.0	31.0	43	40.0	27	29.0	43	48	65	37.0	42	41.0	39.0	36.0	18.0	48	41
5828	837639	28	26	0.0	25.0	31	0.0	47	12.0	32	30	26	26.0	37	27.0	28.0	47.0	0.0	56	36
5829	837640	27	40	19.0	25.0	40	18.0	60	44.0	41	45	57	43.0	36	43.0	42.0	35.0	25.0	49	49
5830	837641	25	34	20.0	26.0	38	39.0	36	37.0	43	44	59	51.0	43	43.0	40.0	12.0	23.0	40	46
5831	837643	24	40	19.0	24.0	37	17.0	57	25.0	40	47	64	51.0	26	42.0	36.0	25.0	24.0	38	51
5832	837644	30	29	16.0	25.0	28	40.0	47	12.0	35	45	56	37.0	38	41.0	30.0	8.0	23.0	26	45
5833	837645	41	32	27.0	23.0	36	44.0	52	25.0	44	45	64	43.0	41	40.0	36.0	30.0	18.0	33	47
5834	837646	26	37	24.0	32.0	36	18.0	39	47.0	40	48	65	51.0	29	44.0	43.0	35.0	23.0	45	51
5835	837647	32	39	26.0	21.0	38	40.0	27	43.0	45	47	65	56.0	43	43.0	42.0	27.0	23.0	40	47
5836	837648	42	39	21.0	33.0	38	45.0	59	52.0	43	47	65	41.0	41	43.0	44.0	30.0	20.0	46	52
5838	837650	20	35	18.0	32.0	32	17.0	56	33.0	36	46	57	38.0	22	45.0	21.0	20.0	21.0	28	47
5839	837651	32	39	26.0	23.0	38	39.0	29	38.0	42	47	65	45.0	43	43.0	38.0	24.0	17.0	36	48
5841	837653	26	33	20.0	17.0	27	17.0	56	22.0	33	30	64	25.0	28	42.0	26.0	3.0	17.0	32	41
